Level,MapID,      X, Y,World,Answers,ValidWords
258,11,250,756,damage,dame|made|mega|game|adage|damage|,dame|made|mead|aged|mega|game|adage|damage|
259,11,176,743,injury,ruin|jury|injury|,ruin|jury|injury|
260,11,112,770,engine,gene|nine|engine|,gene|nine|genie|engine|
261,11,107,861,ticket,tick|cite|kite|ticket|,tick|cite|kite|ticket|
262,11,204,914,obtain,boat|obit|into|bait|anti|obtain|,boat|obit|iota|into|bait|anti|baton|obtain|
263,11,268,888,invite,vine|vein|tine|vent|invite|,vine|vein|tine|vent|invite|
264,11,274,818,pocket,cope|poke|poet|peck|kept|coke|pocket|,cope|poke|poet|peck|kept|coke|toke|pocket|
265,11,348,655,belong,lobe|bone|lone|gone|long|noble|globe|belong|,bole|lobe|bone|glob|bong|lone|noel|ogle|glen|gone|long|noble|globe|belong|
266,11,356,552,yellow,yell|well|lowly|yellow|,yell|yowl|well|lowly|yellow|
267,11,457,461,profit,port|trip|riot|rift|profit|,prof|port|trip|fort|riot|trio|rift|profit|
268,11,491,352,prefer,peer|reef|free|refer|prefer|,peer|reef|free|refer|freer|prefer|
269,11,545,544,beauty,beat|beta|tube|byte|beauty|,beau|beat|beta|abet|tube|byte|abut|tuba|beaut|beauty|
270,11,576,644,bottle,bolt|bole|lobe|belt|bottle|,bolt|blot|bole|lobe|belt|tote|bottle|
271,11,630,717,launch,haul|clan|lunch|launch|,ulna|haul|clan|lunch|launch|
272,11,541,816,afford,road|ford|afford|,road|doff|ford|afford|
273,12,359,882,appeal,pale|peal|plea|leap|apple|appeal|,papa|pale|peal|plea|leap|apple|papal|appeal|
274,12,265,852,length,gent|then|length|,glen|lent|gent|then|length|
275,12,160,885,winner,wine|wire|nine|rein|inner|winner|,wine|wire|weir|wren|nine|rein|inner|winner|
276,12,51,683,volume,vole|love|move|mole|mule|volume|,vole|love|ovum|move|mole|mule|volume|
277,12,136,554,narrow,warn|worn|roar|arrow|narrow|,roan|warn|worn|roar|arrow|narrow|
278,12,249,599,useful,fuse|fuel|flue|self|useful|,fuse|fuel|flue|self|fuels|flues|useful|
279,12,301,653,reject,tree|erect|eject|reject|,jeer|tree|cert|erect|eject|reject|
280,12,301,537,plenty,pent|type|lent|plenty|,pelt|yelp|pent|type|lent|plenty|
281,12,289,457,behind,bend|bind|hide|dine|hind|behind|,bide|bend|bind|hide|dine|hind|behind|
282,12,327,406,proper,prop|pore|rope|prep|proper|,prop|pore|rope|prep|proper|
283,12,397,534,twenty,went|tent|twenty|,went|newt|tent|nett|twenty|
284,12,451,532,agenda,dean|adage|agenda|,aged|dang|dean|adage|agenda|
285,12,497,627,unable,blue|bane|bean|lane|lean|able|bale|unable|,ulna|beau|blue|bane|bean|lane|lean|able|bale|ulnae|unable|nebula|
286,12,577,636,visual,visa|sail|visual|,visa|vial|sail|ails|vials|visual|
287,12,596,579,inform,iron|firm|form|from|minor|inform|,info|iron|firm|norm|morn|form|from|minor|inform|
288,12,695,537,bother,both|bore|robe|tore|rote|hero|other|bother|,both|bore|robe|herb|tore|rote|hero|broth|throb|berth|other|bother|
289,11,250,756,double,loud|bold|bode|dole|lode|duel|lobe|blue|double|,loud|bold|bode|dole|lode|duel|bled|bole|lobe|blue|double|
290,11,176,743,jacket,jack|cake|tack|take|teak|jacket|,jack|cake|tack|take|teak|jacket|
291,11,112,770,adjust,dust|stud|just|adjust|,dust|stud|just|juts|adjust|
292,11,107,861,retire,tire|tier|tree|retire|,rite|tire|tier|tree|trier|retire|
293,11,204,914,attach,tact|that|chat|attach|,tact|that|chat|attach|
294,11,268,888,glance,cage|clan|lane|lean|lace|cane|angle|angel|clean|glance|,gale|glen|cage|clan|lane|lean|lace|acne|cane|clang|glean|angle|angel|lance|clean|glance|
295,11,274,818,junior,join|ruin|iron|junior|,join|ruin|iron|junior|
296,11,348,655,pretty,prey|pyre|type|petty|pretty|,pert|prey|pyre|type|petty|pretty|
297,11,356,552,unlike,nuke|link|line|like|unlike|,nuke|lieu|link|kiln|line|lien|like|liken|unlike|
298,11,457,461,recipe,rice|pier|peer|epic|price|crepe|creep|piece|recipe|pierce|,rice|ripe|pier|peer|epic|price|crepe|creep|piece|recipe|pierce|
299,11,491,352,wooden,wood|down|done|node|endow|wooden|,wood|owed|down|wend|done|node|wooed|owned|endow|wooden|
300,11,545,544,origin,iron|ring|grin|origin|,iron|ring|grin|groin|origin|
301,11,576,644,heaven,have|vane|nave|even|heave|haven|heaven|,have|vane|nave|even|heave|haven|heaven|
302,11,630,717,stupid,suit|stud|dust|spit|spud|stupid|,puts|suit|stud|dust|spit|tips|pits|spud|dips|stupid|
303,11,541,816,occupy,coup|copy|occupy|,coup|copy|coypu|occupy|
304,12,359,882,bullet,bull|blue|tube|bell|belt|lute|tell|bullet|,bull|blue|tube|bell|belt|lute|tell|tulle|bullet|
305,12,265,852,likely,like|kill|lily|yell|likely|,like|kill|lily|yell|likely|
306,12,160,885,freeze,free|reef|freeze|,free|reef|freeze|
307,12,51,683,target,tare|tear|rate|gate|rage|gear|grate|great|treat|target|,tare|tear|rate|tart|gate|teat|rage|gear|grate|great|tater|treat|target|
308,12,136,554,bucket,buck|cube|tube|beck|tuck|cute|bucket|,buck|cube|tube|beck|tuck|cute|bucket|
309,12,249,599,update,dupe|dept|pate|peat|tape|date|taupe|adept|update|,dupe|duet|aped|dept|pate|peat|tape|date|taupe|adept|taped|update|
310,12,301,653,remark,ream|mare|rear|rare|rake|mark|make|maker|remark|marker|,ream|mare|rear|rare|rake|mark|make|rearm|maker|remark|marker|
311,12,301,537,brutal,burl|blur|brat|tuba|brutal|,burl|blur|brat|tuba|abut|blurt|ultra|brutal|
312,12,289,457,forbid,ford|bird|forbid|,ford|bird|forbid|
313,12,327,406,mobile,moil|mole|limb|mile|lime|boil|bole|lobe|mobile|,moil|limo|mole|limb|mile|lime|boil|bole|lobe|bile|limbo|mobile|
314,12,397,534,palace,clap|pale|plea|peal|leap|pace|cape|lace|place|palace|,clap|pale|plea|peal|leap|pace|cape|lace|place|apace|palace|
315,12,451,532,patron,part|trap|atop|pant|port|porn|rota|rant|torn|patron|,part|tarp|trap|rapt|atop|pant|port|pron|porn|rota|rant|roan|torn|apron|patron|
316,12,497,627,carrot,cart|coat|roar|rota|actor|carrot|,cart|coat|taco|roar|rota|actor|carrot|
317,12,577,636,regret,tree|greet|regret|,tree|egret|greet|regret|
318,12,596,579,monkey,monk|omen|yoke|money|monkey|,monk|omen|yoke|money|monkey|
319,12,695,537,jungle,lung|glue|luge|lunge|jungle|,lung|glue|luge|glen|lunge|jungle|
320,11,250,756,behalf,bale|able|heal|hale|leaf|flea|half|fable|behalf|,bale|able|blah|flab|heal|hale|leaf|flea|half|fable|behalf|
321,11,176,743,pencil,pine|epic|pile|clip|nice|line|lice|pencil|,pine|epic|pile|clip|nice|cine|lien|line|lice|incl|pencil|
322,11,112,770,rabbit,barb|brat|bait|rabbit|,barb|brat|bait|rabbit|
323,11,107,861,helmet,helm|heel|them|melt|meet|theme|helmet|,helm|heel|them|thee|melt|meet|mete|teem|theme|helmet|
324,11,204,914,eleven,even|levee|eleven|,even|levee|eleven|
325,11,268,888,puzzle,pule|puzzle|,pule|puzzle|
326,11,274,818,empire,mire|rime|mere|pier|ripe|peer|prim|prime|empire|,perm|emir|mire|rime|mere|pier|ripe|peer|prim|prime|empire|
327,11,348,655,bubble,bulb|blue|bubble|,bulb|blue|bubble|
328,11,356,552,donate,done|node|dean|dent|tend|date|note|tone|neat|anode|atone|donate|,done|node|toad|dote|toed|dean|dent|tend|date|note|tone|neat|ante|anode|noted|toned|atone|donate|atoned|
329,11,457,461,toilet,toil|tote|tile|lite|tilt|title|toilet|,toil|tote|tile|lite|tilt|title|toilet|
330,11,491,352,enroll,lone|role|roll|loner|enroll|,noel|lone|role|lore|roll|loner|enroll|
331,11,545,544,vanish,vain|visa|shin|vanish|,vain|vans|visa|shiv|shin|vanish|
332,11,576,644,purple,pure|pulp|rule|lure|upper|purple|,pure|pulp|pule|prep|rule|lure|upper|purple|
333,11,630,717,pickup,pick|puck|pickup|,pick|puck|pickup|
334,11,541,816,convey,cone|once|oven|envy|envoy|convey|,cone|once|cove|oven|envy|coven|envoy|convey|
335,12,359,882,format,form|from|fort|foam|farm|frat|fart|raft|roam|rota|moat|atom|mart|tram|format|,form|from|fort|foam|farm|frat|fart|raft|roam|rota|moat|atom|mart|tram|format|
336,12,265,852,behave,have|heave|behave|,have|heave|behave|
337,12,160,885,guitar,gait|girt|grit|guitar|,gait|girt|grit|guitar|
338,12,51,683,medium,dime|mime|medium|,dime|mime|medium|
339,12,136,554,temple,temp|melt|teem|meet|pelt|peel|temple|,temp|melt|teem|mete|meet|pelt|peel|temple|
340,12,249,599,export,pore|rope|poet|rote|tore|port|trope|export|,expo|pore|rope|poet|pert|rote|tore|port|trope|export|
341,12,301,653,bitter,bite|tier|tire|rite|biter|tribe|trite|bitter|,bite|bier|tier|tire|rite|biter|tribe|trite|bitter|
342,12,301,537,combat,comb|coma|coat|tomb|moat|atom|boat|combat|,comb|coma|coat|taco|tomb|moat|atom|boat|combat|
343,12,289,457,gentle,gent|glen|gene|glee|lent|teen|gentle|,gent|glen|gene|glee|lent|teen|gentle|
344,12,327,406,legend,glee|glen|lend|gene|edge|need|ledge|legend|,glee|glen|geld|lend|gene|edge|need|ledge|legend|
345,12,397,534,abroad,boar|bard|drab|road|broad|board|abroad|aboard|,boar|bard|drab|road|broad|board|abroad|aboard|
346,12,451,532,soccer,sore|rose|core|score|soccer|,sore|ores|rose|core|score|cores|soccer|
347,12,497,627,defeat,feed|deaf|fade|date|daft|feet|feat|fate|defeat|,feed|deaf|fade|deft|date|daft|feet|feat|feta|fate|feted|fated|defeat|
348,12,577,636,orange,roan|gore|ergo|gone|rang|near|earn|rage|gear|organ|groan|range|anger|orange|,roan|ogre|gore|goer|ergo|gone|rang|near|earn|rage|gear|organ|argon|groan|goner|range|anger|orange|
349,12,596,579,cookie,cook|coke|cookie|,cook|coke|cookie|
350,12,695,537,devote,dove|veto|vote|devote|,dove|dote|toed|veto|vote|voted|devote|vetoed|
351,11,250,756,comedy,come|code|mode|dome|demo|decoy|comedy|,come|coed|code|mode|dome|demo|decoy|comedy|
352,11,176,743,borrow,boor|brow|borrow|,boor|brow|borrow|
353,11,112,770,garage,gear|rage|gaga|gage|area|garage|,agar|raga|gear|rage|gaga|gage|area|garage|
354,11,107,861,legacy,gale|lace|lacy|clay|cage|cagey|legacy|,gale|lace|lacy|clay|cage|cagey|legacy|
355,11,204,914,musical,music|claim|musical|,music|sumac|mauls|mails|calms|clams|claim|claims|musical|
356,11,268,888,climate,claim|email|metal|climate|,claim|clime|camel|cleat|email|metal|malice|climate|
357,11,274,818,payment,empty|meant|payment|,peaty|empty|meaty|meant|payment|
358,11,348,655,emotion,motion|emotion|,motion|emotion|
359,11,356,552,airline,alien|learn|linear|airline|,alien|renal|learn|liner|linear|airline|
360,11,457,461,library,library|,library|
361,11,491,352,recover,cover|recover|,cover|corer|rover|recover|
362,11,545,544,factory,craft|actor|factor|factory|,craft|foray|croft|forty|actor|factor|crafty|factory|
363,11,576,644,violent,olive|violet|violent|,voile|olive|liven|novel|inlet|violet|violent|
364,11,630,717,suppose,spouse|suppose|,soups|souse|popes|posse|poses|pesos|spouse|opuses|suppose|
365,11,541,816,abandon,abandon|,abandon|
366,12,359,882,alcohol,local|hallo|alcohol|,local|hallo|achoo|alcohol|
367,12,265,852,arrange,arena|anger|range|arrange|,reran|arena|anger|range|ranger|garner|arrange|
368,12,160,885,amazing,again|amazing|,mania|again|amazing|
369,12,51,683,intense,tense|tennis|intense|,inset|tines|stein|nines|tense|teens|tennis|intense|
370,12,136,554,advance,dance|advance|,caved|dance|caned|advance|
371,12,249,599,monitor,minor|motion|monitor|,minor|moron|motor|intro|motion|monitor|
372,12,301,653,digital,digit|digital|,digit|tidal|digital|
373,12,301,537,command,comma|command|,comma|nomad|command|
374,12,289,457,journey,enjoy|journey|,enjoy|journey|
375,12,327,406,anxiety,anxiety|,anxiety|
376,12,397,534,embrace,became|embrace|,camber|became|embrace|
377,12,451,532,channel,clean|channel|,leach|clean|lance|henna|channel|
378,12,497,627,extreme,meter|extreme|,exert|meter|extreme|
379,12,577,636,general,general|enlarge|,genera|enrage|angler|regale|leaner|general|enlarge|
380,12,596,579,refugee,refuge|refugee|,refuge|refugee|
381,12,695,537,barrier,barrier,barrier
382,11,250,756,cabinet,cabin|cabinet|,cabin|enact|cabinet|
383,11,176,743,unknown,known|unknown|,known|unknown|
384,11,112,770,offense,offense,offense
385,11,107,861,wealthy,whale|wealth|wealthy|,whale|wheat|lathe|wealth|wealthy|
386,11,204,914,uniform,forum|minor|inform|uniform|,mourn|forum|minor|inform|uniform|
387,11,268,888,helpful,helpful|,helpful|
388,11,274,818,arrival,rival|viral|arrival|,rival|viral|larva|avail|arrival|
389,11,348,655,habitat,habit|habitat|,habit|habitat|
390,11,356,552,blanket,blank|table|ankle|blanket|,blank|bleak|bleat|table|ankle|knelt|taken|anklet|blanket|
391,11,457,461,courage,grace|argue|courage|,cargo|grace|rouge|rogue|auger|argue|cougar|courage|
392,11,491,352,captain,panic|paint|captain|,panic|paint|inapt|capita|catnap|catnip|patina|captain|
393,11,545,544,gallery,really|gallery|allergy|largely|,galley|argyle|really|gallery|allergy|largely|regally|
394,11,576,644,compose,compose|,compose|
395,11,630,717,essence,sense|scene|essence|,sense|scene|scenes|essence|
396,11,541,816,swallow,allow|swallow|,walls|allow|sallow|allows|wallow|swallow|wallows|
397,12,359,882,diamond,domain|diamond|,nomad|domain|diamond|
398,12,265,852,biology,biology|,biology|
399,12,160,885,whoever,where|hover|whoever|however|,whore|where|hover|whoever|however|
400,12,51,683,bicycle,cycle|bicycle|,cycle|bicycle|
401,12,136,554,logical,logic|local|logical|,logic|local|lilac|logical|
402,12,249,599,unhappy,happy|unhappy|,nappy|happy|unhappy|
403,12,301,653,premium,prime|premium|,prime|impure|umpire|immure|premium|
404,12,301,537,provoke,prove|provoke|,prove|poker|provoke|
405,12,289,457,specify,spice|spicy|specify|,spice|epics|yipes|spicy|specify|
406,12,327,406,apology,apology|,apology|
407,12,397,534,website,sweet|website|,sweet|bites|beset|beets|website|
408,12,451,532,private,pirate|private|,privet|pirate|private|
409,12,497,627,provide,period|provide|,proved|period|dopier|provide|
410,12,577,636,example,example|,example|
411,12,596,579,usually,usual|usually|,usual|sully|sally|usually|
412,12,695,537,percent,recent|center|percent|,repent|recent|center|percent|
413,11,250,756,perfect,creep|perfect|,crepe|creep|peter|crept|erect|perfect|prefect|
414,11,176,743,ability,ability|,ability|
415,11,112,770,auction,count|action|auction|caution|,canto|tunic|count|tonic|toucan|action|cation|auction|caution|
416,11,107,861,amateur,mature|amateur|,trauma|mature|amateur|
417,11,204,914,brought,bought|brought|,bought|trough|brought|
418,11,268,888,graphic,graph|chair|graphic|,graph|cigar|parch|chair|chirp|graphic|
419,11,274,818,academy,decay|academy|,decay|academy|
420,11,348,655,dynamic,candy|dynamic|,candy|manic|dynamic|
421,11,356,552,preview,review|viewer|preview|,viper|wiper|review|viewer|preview|
422,11,457,461,highway,highway|,highway|
423,11,491,352,poverty,poetry|poverty|,poetry|poverty|
424,11,545,544,absence,scene|absence|,beans|canes|cease|beens|scene|encase|absence|
425,11,576,644,receipt,price|piece|recipe|receipt|,creep|crepe|erect|price|trice|crept|petri|tripe|piece|recipe|pierce|recite|receipt|
426,11,630,717,charity,chair|chart|charity|,chair|chart|chary|aitch|yacht|itchy|hairy|charity|
427,11,541,816,penalty,planet|plenty|penalty|,planet|plenty|neatly|penalty|aplenty|
428,12,359,882,teenage,eaten|agent|teenage|,eaten|agent|negate|teenage|
429,12,265,852,rainbow,brain|brown|rainbow|,brain|bairn|baron|brawn|robin|brown|rainbow|
430,12,160,885,renewal,renew|learn|renewal|,renew|newer|ranee|renal|learn|leaner|renewal|
431,12,51,683,diagram,drama|diagram|,drama|diagram|
432,12,136,554,acquire,acquire|,acquire|
636,12,249,599,seafood,seafood|,seafood|
434,12,301,653,revenge,never|green|genre|revenge|,nerve|never|verge|green|genre|veneer|renege|revenge|
435,12,301,537,lawsuit,lawsuit|,lawsuit|
436,12,289,457,predict,direct|credit|predict|,priced|depict|direct|credit|predict|
437,12,327,406,painful,plain|final|painful|,plain|pilaf|final|painful|
438,12,397,534,comfort,motor|comfort|,croft|motor|comfort|
439,12,451,532,scandal,salad|canal|scandal|,clans|scald|lands|nasal|salad|canal|canals|sandal|scandal|
440,12,497,627,officer,offer|force|office|officer|,offer|force|fifer|office|coffer|officer|
441,12,577,636,attempt,tempt|attempt|,tempt|attempt|
442,12,596,579,collect,collect|,collect|
443,12,695,537,meaning,image|meaning|,mange|image|inane|enigma|gamine|naming|meaning|
444,11,250,756,beneath,eaten|beaten|beneath|,bathe|eaten|thane|beaten|ethane|beneath|
445,11,176,743,because,abuse|scuba|cause|sauce|cease|because|,cubes|beaus|abuse|scuba|cause|sauce|cease|because|
446,11,112,770,between,bent|been|went|teen|between|,beet|bent|been|twee|went|newt|teen|between|
447,11,107,861,country,count|court|crony|county|outcry|country|,count|court|corny|crony|county|outcry|country|
448,11,204,914,problem,probe|problem|,probe|problem|
449,11,268,888,company,canopy|company|,campy|canopy|company|
450,11,274,818,program,armor|program|,armor|program|
451,11,348,655,believe,bevel|believe|,belie|bevel|levee|believe|
452,11,356,552,without,outwit|without|,outwit|without|
453,11,457,461,however,hover|where|however|whoever|,whore|hover|where|however|whoever|
454,11,491,352,nothing,ninth|night|thing|nothing|,thong|ingot|ninth|night|thing|noting|toning|honing|nothing|
455,11,545,544,whether,threw|where|there|three|whether|,threw|where|ether|there|three|whether|
456,11,576,644,history,shirt|short|story|history|,hoist|shirt|short|trios|riots|story|tyros|shorty|history|
457,11,630,717,morning,minor|morning|,minor|groin|morning|
458,11,541,816,college,college,cello|college|
459,12,359,882,suggest,guess|guest|suggest|,guess|guest|gusts|gusset|guests|suggest|
460,12,265,852,control,croon|color|control|,croon|colon|color|control|
461,12,160,885,require,queer|require|,queer|require|
462,12,51,683,finally,final|finally|,final|flail|filly|inlay|nilly|finally|
463,12,136,554,product,proud|court|product|,proud|croup|court|product|
464,12,249,599,century,truce|entry|century|,cuter|cruet|truce|tuner|entry|century|
465,12,301,653,billion,billion,billion
466,12,301,537,brother,other|bother|brother|,broth|throb|berth|other|retro|bother|brother|
467,12,289,457,realize,realize,realize
468,12,327,406,hundred,under|hundred|,under|nuder|udder|hundred|
469,12,397,534,economy,money|economy|,money|economy|
470,12,451,532,involve,novel|involve|,liven|voile|olive|novel|involve|
471,12,497,627,defense,dense|defense|,feeds|fends|dense|needs|defense|
472,12,577,636,quickly,quick|lucky|quickly|,quick|lucky|quickly|
473,12,596,579,foreign,finger|region|ignore|foreign|,forge|gofer|grief|infer|feign|goner|groin|reign|fringe|finger|region|ignore|foreign|
474,12,695,537,thought,tough|ought|though|thought|,tough|ought|though|thought|
475,11,250,756,success,success|,success|
476,11,176,743,benefit,benefit|,benefit|
477,11,112,770,forward,arrow|forward|,dwarf|arrow|ardor|forward|
478,11,107,861,various,virus|various|,savor|visor|virus|savior|various|
479,11,204,914,science,since|scene|science|,since|scene|niece|scenic|nieces|science|
480,11,268,888,imagine,image|mange|imagine|,image|mange|aiming|gamine|enigma|imagine|
481,11,274,818,tonight,thing|night|tight|tonight|,ingot|thong|thing|night|tight|toting|tonight|
482,11,348,655,popular,popular|,popular|
483,11,356,552,perform,reform|former|perform|,romper|reform|former|perform|
484,11,457,461,evening,given|engine|evening|,given|genie|engine|evening|
485,11,491,352,improve,prime|movie|prove|improve|,prime|movie|viper|mover|prove|improve|
486,11,545,544,purpose,purpose,purpose
487,11,576,644,machine,cinema|machine|,anemic|cinema|machine|
488,11,630,717,partner,parent|partner|,parent|entrap|errant|partner|
489,11,541,816,kitchen,ethnic|kitchen|,ethnic|kitchen|thicken|
490,12,359,882,opinion,onion|opinion|,onion|pinion|opinion|
491,12,265,852,species,species,species
492,12,160,885,freedom,deform|freedom|,formed|deform|freedom|
493,12,51,683,achieve,achieve,achieve
494,12,136,554,conduct,count|conduct|,count|donut|conduct|
495,12,249,599,nuclear,unreal|nuclear|unclear|,neural|unreal|lancer|nuclear|unclear|
496,12,301,653,weekend,weekend,weekend
497,12,301,537,village,villa|alive|legal|village|,villa|ville|alive|gavel|agile|legal|village|
498,12,289,457,observe,observe|verbose|,breves|observe|obverse|verbose|
499,12,327,406,average,grave|agree|eager|average|,grave|agave|agree|eager|verge|ravage|average|
500,12,397,534,operate,repeat|operate|,repeat|operate|
501,12,451,532,survive,virus|survive|,virus|survive|
502,12,497,627,comment,moment|comment|,moment|comment|
503,12,577,636,regular,larger|regular|,larger|regular|
504,12,596,579,measure,resume|measure|,resume|measure|
505,12,695,537,combine,income|combine|,mince|income|combine|
506,11,250,756,victory,ivory|victory|,vitro|ivory|victor|victory|
507,11,176,743,healthy,health|healthy|,lathe|heath|health|healthy|
508,11,112,770,justice,juice|suite|justice|,juice|suite|cites|juices|justice|
509,11,107,861,primary,marry|primary|,parry|marry|primary|
510,11,204,914,chicken,check|chicken|,chick|cinch|chink|niche|check|chicken|
511,11,268,888,session,noise|session|,noses|noise|noises|session|
512,11,274,818,welcome,welcome,welcome
513,11,348,655,complex,compel|complex|,clomp|compel|complex|
514,11,356,552,athlete,teeth|athlete|,lathe|latte|teeth|athlete|
515,11,457,461,balance,cable|canal|clean|balance|,banal|cabal|cable|canal|lance|clean|balance|
516,11,491,352,revenue,nerve|never|venue|revenue|,nerve|never|revue|venue|veneer|revenue|
517,11,545,544,obvious,obvious,obvious
518,11,576,644,anymore,money|anymore|,rayon|yearn|manor|mayor|money|yeoman|moaner|anymore|
519,11,630,717,propose,oppose|propose|,oppose|propose|
520,11,541,816,traffic,craft|tariff|traffic|,craft|tariff|traffic|
521,12,359,882,feature,after|feature|,after|eater|refute|feature|
522,12,265,852,outside,studio|outside|tedious|,studio|ousted|suited|duties|outside|tedious|
523,12,160,885,airport,ratio|prior|parrot|airport|,tapir|ratio|patio|prior|parrot|airport|
524,12,51,683,neither,entire|either|neither|,entire|herein|nether|either|neither|therein|
525,12,136,554,surgery,surgery,surgery
526,12,249,599,silence,since|scene|silence|license|,lines|slice|since|scene|niece|senile|nieces|silence|license|
527,12,301,653,confirm,minor|inform|confirm|,minor|micron|inform|confirm|
528,12,301,537,totally,total|loyal|totally|,total|atoll|allot|tally|alloy|loyal|totally|
529,12,289,457,holiday,daily|holiday|,doily|daily|holiday|
530,12,327,406,faculty,fault|faculty|,fault|faulty|faculty|
531,12,397,534,unusual,usual|unusual|,usual|unusual|
532,12,451,532,approve,paper|opera|prove|approve|,paper|vapor|opera|prove|approve|
533,12,497,627,illegal,legal|illegal|,agile|legal|illegal|
534,12,577,636,forever,fever|refer|forever|,fever|freer|refer|rover|fervor|forever|
535,12,596,579,insects,insect|incest||insets||insects|,insect|incest|nicest|insets|scents|insects|
536,12,695,537,refresh,frees|sheer|refers|refresh|,frees|fresh|sheer|refers|refresh|fresher|
537,11,250,756,stripes,ripest|sister|stripes||persist|,ripest|sister|spires|stripes|sprites|persist|
538,11,176,743,bracket,backer|racket|bracket|,backer|racket|bracket|
539,11,112,770,endless,needs|seeds|sensed|endless|,needs|sleds|seeds|sensed|lenses|lessen|endless|
540,11,107,861,possess,poses|possess|,posse|poses|pesos|possess|
541,11,204,914,figured,fried|guide|fridge|figured|,fired|fried|fudge|guide|urged|fridge|figured|
542,11,268,888,incised,dines|since|inside|incised|,dines|snide|since|inside|incised|
543,11,274,818,fabrics,fairs|scarf|basic|fabrics|,fairs|scarf|basic|cribs|fabrics|
544,11,348,655,tractor,tract|carrot|tractor|,tract|actor|tarot|carrot|tractor|
545,11,356,552,arrives,raiser|rivers|arrives|,raiser|varies|rivers|arrives|
546,11,457,461,donated,noted||dated|atoned|donated|,anode|noted|toned|dated|atoned|donated|
547,11,491,352,budgets,budges|busted|budgets|,budges|busted|debuts|budgets|
548,11,545,544,earning,anger|range|grain|regain|earning|,anger|range|inane|reign|grain|regain|earning|
549,11,576,644,nowhere,owner|renew|where|nowhere|,owner|heron|renew|where|nowhere|whereon|
550,11,630,717,tragedy,great||grade|ready|gyrate|tragedy|,great|trade|rated|gated|grade|rayed|ready|gyrate|tragedy|
551,11,541,816,sheriff,hires|fresh|fries|fisher|sheriff|,shire|hires|fresh|fries|fires|riffs|fisher|sheriff|
552,12,359,882,prefers,peers|refer|prefers|,peers|spree|refer|reefs|refers|prefers|
553,12,265,852,dressed,deers|dressed|,deers|reeds|deeds|seers|dressed|
554,12,160,885,shorter,shore|horse|store|other|shorter|,shore|horse|those|ethos|store|other|retro|roster|resort|shorter|
555,12,51,683,planets,planet|plants|plates|petals|planets|,planet|planes|plants|plates|pastel|petals|staple|planets|
556,12,136,554,enroll,loner|enroll|,loner|enroll|
557,12,249,599,mainly,manly|inlay|mainly|,manly|inlay|mainly|
558,12,301,653,actress,caster|assert|actress|casters|,caster|recast|caress|assert|actress|casters|recasts|
559,12,301,537,retches,etches|secret|retches|,etches|cheers|erects|secret|retches|
560,12,289,457,raising,raisin|airing|rising|raising|,raisin|airing|rising|siring|raising|arising|
561,12,327,406,implies,impel|limes|smile||simple|implies|,impel|limps|limes|smile|slime|spiel|simple|simile|implies|
562,12,397,534,custody,scout|ducts|study|custody|,scout|ducts|study|dusty|custody|
563,12,451,532,payroll,pally|polar|royal|alloy|payroll|,pally|polar|royal|rally|alloy|loyal|payroll|
564,12,497,627,pendant,adept|anent|pendant|,adept|taped|anent|panned|pedant|pendant|
565,12,577,636,defines,fiend|fends|defies|defines|,fiend|fined|fends|dense|defies|denies|defines|
566,12,596,579,borders,bored|sober|order|borders|,bored|bores|sober|bodes|order|borders|
567,12,695,537,mixture,merit|remit|mixture|,remix|merit|timer|remit|mixture|
568,11,250,756,release,easel|laser|release|sealer|,easel|erase|laser|lease|release|resale|sealer|
569,11,176,743,compare,macro|cream|opera|camper|compare|,macro|cameo|copra|cramp|cream|recap|opera|camper|compare|
570,11,112,770,reviews,sever|viewer|swerve|reviews|,verse|sever|wiser|sewer|viewer|swerve|reviews|
571,11,107,861,picture,price|trice|picture|,price|tripe|trice|truce|picture|
572,11,204,914,already,layer|early|ready|already|,layer|relay|early|delay|ready|dearly|already|
573,11,268,888,present,pester|repent|present|repents|,pester|repent|resent|present|repents|serpent|
574,11,274,818,chapter,cheap||trace|react|heart|earth|preach|chapter|,cheap|peach|parch|teach|chart|reach|caper|recap|crate|trace|react|heart|earth|preach|carpet|chapter|
575,11,348,655,tuesday,study|dusty|stayed|tuesday|,study|dusty|yeast|steady|stayed|tuesday|
576,11,356,552,forward,dwarf|arrow|ardor|forward|,dwarf|arrow|ardor|forward|
577,11,457,461,station,toast|stain|satin|station|,toast|stain|satin|saint|stint|taint|station|
578,11,491,352,animals,mains|snail|alias|animals|,mains|nails|snail|slain|nasal|alias|animals|
579,11,545,544,fitness,feint|inset|fitness|,feint|inset|fitness|
580,11,576,644,virtual,rival|vital|trail|ritual|virtual|,rival|vital|vault|trial|trail|ultra|ritual|virtual|
581,11,630,717,default,dealt|adult|fault|feudal|default|,dealt|delta|adult|fetal|flute|fault|feudal|default|
582,11,541,816,teacher,create|heater|teacher|cheater|,create|heater|teacher|cheater|
583,12,359,882,correct,rector|correct|,rector|correct|
584,12,265,852,install,stain|satin|slain|still|stall|install|,stain|saint|satin|nails|snail|slain|tails|still|slant|stall|install|
585,12,160,885,himself,shelf|smile|files|himself|,shelf|flesh|miles|smile|slime|files|himself|
586,12,51,683,eastern,easter|senate|eastern|nearest|,easter|senate|resent|eastern|earnest|nearest|
